#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
"179","Aqui a Emenda N° 179 destina R$ 150000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 179<BR>Valor:  R$ 150000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Ceilândia","IX-Ceilândia,Paulo Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81579", "-48.11825",YES,YES
"180","Aqui a Emenda N° 180 destina R$ 300000,00 para Realização de evento - Aniversário da Cidade","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 180<BR>Valor:  R$ 300000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Realização de evento - Aniversário da Cidade<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Ceilândia","IX-Ceilândia,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.81579", "-48.11825",YES,YES
"181","Aqui a Emenda N° 181 destina R$ 100000,00 para Apoio ao encontro cultural dos Portadores de Necessidades Especiais","2013-01-16 00:57:00","DF","Emenda N° 181<BR>Valor:  R$ 100000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio ao encontro cultural dos Portadores de Necessidades Especiais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"182","Aqui a Emenda N° 182 destina R$ 100000,00 para poio ao evento ''Brasil/Portugal 513 anos de história'","2013-01-16 00:57:00","DF","Emenda N° 182<BR>Valor:  R$ 100000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: poio ao evento ''Brasil/Portugal 513 anos de história'<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"183","Aqui a Emenda N° 183 destina R$ 70000,00 para Apoio ao evento Dia das Crianças ","2013-01-16 00:57:00","XXVIII-Itapoã","Emenda N° 183<BR>Valor:  R$ 70000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio ao evento Dia das Crianças <BR>Região do DF onde será gasto o recurso: XXVIII-Itapoã<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Itapoã","XXVIII-Itapoã,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.74452", "-47.75965",YES,YES
"184","Aqui a Emenda N° 184 destina R$ 530000,00 para Apoio a eventos culturais e educativos","2013-01-16 00:57:00","DF","Emenda N° 184<BR>Valor:  R$ 530000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio a eventos culturais e educativos<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"185","Aqui a Emenda N° 185 destina R$ 50000,00 para Apoio para realização de atividades culturais","2013-01-16 00:57:00","XXIII-Varjão","Emenda N° 185<BR>Valor:  R$ 50000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio para realização de atividades culturais<BR>Região do DF onde será gasto o recurso: XXIII-Varjão<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Varjão","XXIII-Varjão,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.70920", "-47.87662",YES,YES
"186","Aqui a Emenda N° 186 destina R$ 50000,00 para Apoio para realização de atividades culturais","2013-01-16 00:57:00","XXVIII-Itapoã","Emenda N° 186<BR>Valor:  R$ 50000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio para realização de atividades culturais<BR>Região do DF onde será gasto o recurso: XXVIII-Itapoã<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Itapoã","XXVIII-Itapoã,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.74452", "-47.75965",YES,YES
"187","Aqui a Emenda N° 187 destina R$ 50000,00 para Apoio para realização de atividades culturais","2013-01-16 00:57:00","DF","Emenda N° 187<BR>Valor:  R$ 50000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio para realização de atividades culturais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"188","Aqui a Emenda N° 188 destina R$ 300000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 188<BR>Valor:  R$ 300000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Paulo Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81772", "-48.07596",YES,YES
"189","Aqui a Emenda N° 189 destina R$ 300000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","XXVIII-Itapoã","Emenda N° 189<BR>Valor:  R$ 300000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: XXVIII-Itapoã<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Itapoã","XXVIII-Itapoã,Paulo Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.74452", "-47.75965",YES,YES
"190","Aqui a Emenda N° 190 destina R$ 450000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","XXIII-Varjão","Emenda N° 190<BR>Valor:  R$ 450000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: XXIII-Varjão<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Varjão","XXIII-Varjão,Paulo Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.70920", "-47.87662",YES,YES
"191","Aqui a Emenda N° 191 destina R$ 1050000,00 para Apoio a eventos voltados para a cultura","2013-01-16 00:57:00","DF","Emenda N° 191<BR>Valor:  R$ 1050000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio a eventos voltados para a cultura<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Paulo Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"192","Aqui a Emenda N° 192 destina R$ 2000000,00 para Apoio a eventos relacionados ao empreendedorismo","2013-01-16 00:57:00","DF","Emenda N° 192<BR>Valor:  R$ 2000000,00 <BR>Autor: Paulo Roriz <BR>O valor será gasto em: Apoio a eventos relacionados ao empreendedorismo<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Administração<BR>Subfunção: Des. Econômico<BR>Unidade Orçamentária: SE Micro Empresa","DF,Paulo Roriz,Administração,Des. Econômico,2013,", "-15.77972", "-47.92972",YES,YES
"193","Aqui a Emenda N° 193 destina R$ 64800,00 para poio ao projeto ''Corrente ambiental: comunidade sem dengue'' desenvolvido pela Ass. AP","2013-01-16 00:57:00","DF","Emenda N° 193<BR>Valor:  R$ 64800,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: poio ao projeto ''Corrente ambiental: comunidade sem dengue'' desenvolvido pela Ass. AP<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Saúde<BR>Subfunção: Vigilância Sanitária<BR>Unidade Orçamentária: Fundo de Saúde","DF,Joe Valle,Saúde,Vigilância Sanitária,2013,", "-15.77972", "-47.92972",YES,YES
"194","Aqui a Emenda N° 194 destina R$ 250000,00 para Apoio à assistência técnica e inovação da tecnologia agropecuária - fomento à floricultura","2013-01-16 00:57:00","DF","Emenda N° 194<BR>Valor:  R$ 250000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à assistência técnica e inovação da tecnologia agropecuária - fomento à floricultura<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"195","Aqui a Emenda N° 195 destina R$ 244000,00 para Apoio ao desenvolvimento da gestão de empreendimentos rurais - fomento à (...) juventude rural","2013-01-16 00:57:00","DF","Emenda N° 195<BR>Valor:  R$ 244000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio ao desenvolvimento da gestão de empreendimentos rurais - fomento à (...) juventude rural<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"196","Aqui a Emenda N° 196 destina R$ 500000,00 para Apoio à construção/reforma do Complexo Cultural de Planaltina","2013-01-16 00:57:00","VI-Planaltina","Emenda N° 196<BR>Valor:  R$ 500000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção/reforma do Complexo Cultural de Planaltina<BR>Região do DF onde será gasto o recurso: VI-Planaltina<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Obras","VI-Planaltina,Joe Valle,Cultura,Difusão cultural,2013,", "-15.62065", "-47.65560",YES,YES
"197","Aqui a Emenda N° 197 destina R$ 86000,00 para Apoio ao desenvolvimento da gestão de empreendimentos rurais - fomento aos produtos artesanais","2013-01-16 00:57:00","DF","Emenda N° 197<BR>Valor:  R$ 86000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio ao desenvolvimento da gestão de empreendimentos rurais - fomento aos produtos artesanais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"198","Aqui a Emenda N° 198 destina R$ 100000,00 para Apoio à realização da Feira Saberes - Cores e Sabores","2013-01-16 00:57:00","DF","Emenda N° 198<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à realização da Feira Saberes - Cores e Sabores<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"199","Aqui a Emenda N° 199 destina R$ 460000,00 para Apoio à construção da agroindústria","2013-01-16 00:57:00","DF","Emenda N° 199<BR>Valor:  R$ 460000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção da agroindústria<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Promoção da prod. Vegetal<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Promoção da prod. Vegetal,2013,", "-15.77972", "-47.92972",YES,YES
"200","Aqui a Emenda N° 200 destina R$ 100000,00 para poio ao evento denominado ''Via Sacra do Lago Sul 2013'","2013-01-16 00:57:00","XVI-Lago Sul","Emenda N° 200<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: poio ao evento denominado ''Via Sacra do Lago Sul 2013'<BR>Região do DF onde será gasto o recurso: XVI-Lago Sul<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","XVI-Lago Sul,Joe Valle,Cultura,Difusão cultural,2013,", "-15.83562", "-47.87149",YES,YES
"201","Aqui a Emenda N° 201 destina R$ 120000,00 para Apoio à manutenção da qualidade dos alimentos","2013-01-16 00:57:00","DF","Emenda N° 201<BR>Valor:  R$ 120000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à manutenção da qualidade dos alimentos<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Normalização e qualidade<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Normalização e qualidade,2013,", "-15.77972", "-47.92972",YES,YES
"202","Aqui a Emenda N° 202 destina R$ 500000,00 para Apoio à construção/reforma do Complexo Cultural de Brazlândia","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 202<BR>Valor:  R$ 500000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção/reforma do Complexo Cultural de Brazlândia<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Obras","IV-Brazlândia,Joe Valle,Cultura,Difusão cultural,2013,", "-15.66602", "-48.19779",YES,YES
"203","Aqui a Emenda N° 203 destina R$ 130000,00 para Apoio à distribuição de containers de lixo","2013-01-16 00:57:00","DF","Emenda N° 203<BR>Valor:  R$ 130000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à distribuição de containers de lixo<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Preservação ambiental<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Preservação ambiental,2013,", "-15.77972", "-47.92972",YES,YES
"204","Aqui a Emenda N° 204 destina R$ 800000,00 para Apoio à construção do Centro de Capacitação - PAD/DF","2013-01-16 00:57:00","DF","Emenda N° 204<BR>Valor:  R$ 800000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção do Centro de Capacitação - PAD/DF<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Infra-Estrutura urbana,2013,", "-15.77972", "-47.92972",YES,YES
"205","Aqui a Emenda N° 205 destina R$ 150000,00 para Apoio à reforma com instalação de alambrados na Ass. Dos Veteranos de Taguatinga","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 205<BR>Valor:  R$ 150000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à reforma com instalação de alambrados na Ass. Dos Veteranos de Taguatinga<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Desporto e Lazer<BR>Subfunção: Desporto Comunitário<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Joe Valle,Desporto e Lazer,Desporto Comunitário,2013,", "-15.81772", "-48.07596",YES,YES
"206","Aqui a Emenda N° 206 destina R$ 500000,00 para Apoio à construção/reforma do Complexo Cultural de São Sebastião","2013-01-16 00:57:00","XIV-São Sebastião","Emenda N° 206<BR>Valor:  R$ 500000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção/reforma do Complexo Cultural de São Sebastião<BR>Região do DF onde será gasto o recurso: XIV-São Sebastião<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Obras","XIV-São Sebastião,Joe Valle,Cultura,Difusão cultural,2013,", "-15.96364", "-47.72100",YES,YES
"207","Aqui a Emenda N° 207 destina R$ 500000,00 para Apoio à construção/reforma do Complexo Cultural do Gama","2013-01-16 00:57:00","II-Gama","Emenda N° 207<BR>Valor:  R$ 500000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção/reforma do Complexo Cultural do Gama<BR>Região do DF onde será gasto o recurso: II-Gama<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Obras","II-Gama,Joe Valle,Cultura,Difusão cultural,2013,", "-16.01498", "-48.06220",YES,YES
"208","Aqui a Emenda N° 208 destina R$ 100000,00 para poio à realização do projeto denominado ''Festival Água no Terceiro Milênio - Feira Novo Encanto'","2013-01-16 00:57:00","DF","Emenda N° 208<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: poio à realização do projeto denominado ''Festival Água no Terceiro Milênio - Feira Novo Encanto'<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Joe Valle,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"209","Aqui a Emenda N° 209 destina R$ 200000,00 para Apoio à realização da VI Agrobrasília - Feira de tecnologia e negócios","2013-01-16 00:57:00","DF","Emenda N° 209<BR>Valor:  R$ 200000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à realização da VI Agrobrasília - Feira de tecnologia e negócios<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"210","Aqui a Emenda N° 210 destina R$ 200000,00 para Apoio à promoção da inclusão social e produtiva da população rural - Agricultura urbana do DF","2013-01-16 00:57:00","DF","Emenda N° 210<BR>Valor:  R$ 200000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à promoção da inclusão social e produtiva da população rural - Agricultura urbana do DF<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"211","Aqui a Emenda N° 211 destina R$ 300000,00 para poio à realização do ''Festival Puroritmo - DF'","2013-01-16 00:57:00","DF","Emenda N° 211<BR>Valor:  R$ 300000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: poio à realização do ''Festival Puroritmo - DF'<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Joe Valle,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"212","Aqui a Emenda N° 212 destina R$ 320000,00 para Apoio à implantação do Parque Tecnológico do Morango","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 212<BR>Valor:  R$ 320000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à implantação do Parque Tecnológico do Morango<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","IV-Brazlândia,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.66602", "-48.19779",YES,YES
"213","Aqui a Emenda N° 213 destina R$ 500000,00 para Apoio à infraestrutura rural","2013-01-16 00:57:00","DF","Emenda N° 213<BR>Valor:  R$ 500000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à infraestrutura rural<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Irrigação<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Irrigação,2013,", "-15.77972", "-47.92972",YES,YES
"214","Aqui a Emenda N° 214 destina R$ 2000000,00 para Apoio à reforma geral e ampliação das unidades de ensino fundamental e médio","2013-01-16 00:57:00","DF","Emenda N° 214<BR>Valor:  R$ 2000000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à reforma geral e ampliação das unidades de ensino fundamental e médio<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Educação<BR>Subfunção: Ensino Fundamental<BR>Unidade Orçamentária: SE Educação","DF,Joe Valle,Educação,Ensino Fundamental,2013,", "-15.77972", "-47.92972",YES,YES
"215","Aqui a Emenda N° 215 destina R$ 200000,00 para Apoio à Associação das Entidades Usuárias de Canal Comunitário","2013-01-16 00:57:00","DF","Emenda N° 215<BR>Valor:  R$ 200000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à Associação das Entidades Usuárias de Canal Comunitário<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Joe Valle,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"216","Aqui a Emenda N° 216 destina R$ 150000,00 para Apoio à construção de PEC e parque infantil","2013-01-16 00:57:00","DF","Emenda N° 216<BR>Valor:  R$ 150000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à construção de PEC e parque infantil<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Urbanismo,Infra-Estrutura urbana,2013,", "-15.77972", "-47.92972",YES,YES
"217","Aqui a Emenda N° 217 destina R$ 100000,00 para Apoio à realização da 1a Copa de Futebol Amador","2013-01-16 00:57:00","DF","Emenda N° 217<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à realização da 1a Copa de Futebol Amador<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"218","Aqui a Emenda N° 218 destina R$ 100000,00 para Apoio à eventos realizados pela Bateria Nota Show","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 218<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à eventos realizados pela Bateria Nota Show<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","IX-Ceilândia,Joe Valle,Cultura,Difusão cultural,2013,", "-15.81579", "-48.11825",YES,YES
"219","Aqui a Emenda N° 219 destina R$ 150000,00 para Apoio à Festa Flor Brasil","2013-01-16 00:57:00","DF","Emenda N° 219<BR>Valor:  R$ 150000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à Festa Flor Brasil<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"220","Aqui a Emenda N° 220 destina R$ 150000,00 para Apoio à produção de sementes e mudas","2013-01-16 00:57:00","DF","Emenda N° 220<BR>Valor:  R$ 150000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à produção de sementes e mudas<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Promoção da prod. Vegetal<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Promoção da prod. Vegetal,2013,", "-15.77972", "-47.92972",YES,YES
"221","Aqui a Emenda N° 221 destina R$ 400000,00 para Apoio ao programa de reabilitação ambiental da área rural","2013-01-16 00:57:00","DF","Emenda N° 221<BR>Valor:  R$ 400000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio ao programa de reabilitação ambiental da área rural<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Preservação ambiental<BR>Unidade Orçamentária: SE Agricultura","DF,Joe Valle,Agricultura ,Preservação ambiental,2013,", "-15.77972", "-47.92972",YES,YES
"222","Aqui a Emenda N° 222 destina R$ 100000,00 para Apoio ao sistema de atendimento de emergências ambientais - prevenção e combate às queimadas","2013-01-16 00:57:00","DF","Emenda N° 222<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio ao sistema de atendimento de emergências ambientais - prevenção e combate às queimadas<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Gestão Ambiental<BR>Subfunção: Preservação ambiental<BR>Unidade Orçamentária: Instituto do Meio Ambiente","DF,Joe Valle,Gestão Ambiental,Preservação ambiental,2013,", "-15.77972", "-47.92972",YES,YES
"223","Aqui a Emenda N° 223 destina R$ 250000,00 para Apoio ao desenvolvimento da agroecologia e da agricultura orgânica","2013-01-16 00:57:00","DF","Emenda N° 223<BR>Valor:  R$ 250000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio ao desenvolvimento da agroecologia e da agricultura orgânica<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
"224","Aqui a Emenda N° 224 destina R$ 1000000,00 para Apoio à implementação de quadras poliesportivas nos NR Cariru, Capão Seco e Jardim II","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 224<BR>Valor:  R$ 1000000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à implementação de quadras poliesportivas nos NR Cariru, Capão Seco e Jardim II<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: Novacap","VII-Paranoá,Joe Valle,Urbanismo,Infra-Estrutura urbana,2013,", "-15.77104", "-47.77954",YES,YES
"225","Aqui a Emenda N° 225 destina R$ 100000,00 para Apoio à realização do Encontro Distrital de Mulheres Rurais","2013-01-16 00:57:00","DF","Emenda N° 225<BR>Valor:  R$ 100000,00 <BR>Autor: Joe Valle <BR>O valor será gasto em: Apoio à realização do Encontro Distrital de Mulheres Rurais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Agricultura <BR>Subfunção: Extensão rural<BR>Unidade Orçamentária: EMATER-DF","DF,Joe Valle,Agricultura ,Extensão rural,2013,", "-15.77972", "-47.92972",YES,YES
